-99.5000000,-6.9278375e-05
-98.5000000,-7.1480749e-05
-97.5000000,-7.3776557e-05
-96.5000000,-7.6170753e-05
-95.5000000,-7.8668608e-05
-94.5000000,-8.1275727e-05
-93.5000000,-8.3998081e-05
-92.5000000,-8.6842032e-05
-91.5000000,-8.9814359e-05
-90.5000000,-9.2922297e-05
-89.5000000,-9.6173564e-05
-88.5000000,-9.9576407e-05
-87.5000000,-1.0313964e-04
-86.5000000,-1.0687268e-04
-85.5000000,-1.1078562e-04
-84.5000000,-1.1488925e-04
-83.5000000,-1.1919514e-04
-82.5000000,-1.2371571e-04
-81.5000000,-1.2846426e-04
-80.5000000,-1.3345508e-04
-79.5000000,-1.3870355e-04
-78.5000000,-1.4422616e-04
-77.5000000,-1.5004070e-04
-76.5000000,-1.5616629e-04
-75.5000000,-1.6262355e-04
-74.5000000,-1.6943472e-04
-73.5000000,-1.7662379e-04
-72.5000000,-1.8421667e-04
-71.5000000,-1.9224134e-04
-70.5000000,-2.0072809e-04
-69.5000000,-2.0970967e-04
-68.5000000,-2.1922157e-04
-67.5000000,-2.2930223e-04
-66.5000000,-2.3999332e-04
-65.5000000,-2.5134008e-04
-64.5000000,-2.6339159e-04
-63.5000000,-2.7620118e-04
-62.5000000,-2.8982680e-04
-61.5000000,-3.0433144e-04
-60.5000000,-3.1978361e-04
-59.5000000,-3.3625784e-04
-58.5000000,-3.5383520e-04
-57.5000000,-3.7260392e-04
-56.5000000,-3.9265993e-04
-55.5000000,-4.1410759e-04
-54.5000000,-4.3706027e-04
-53.5000000,-4.6164111e-04
-52.5000000,-4.8798361e-04
-51.5000000,-5.1623231e-04
-50.5000000,-5.4654329e-04
-49.5000000,-5.7908467e-04
-48.5000000,-6.1403674e-04
-47.5000000,-6.5159192e-04
-46.5000000,-6.9195415e-04
-45.5000000,-7.3533771e-04
-44.5000000,-7.8196504e-04
-43.5000000,-8.3206334e-04
-42.5000000,-8.8585936e-04
-41.5000000,-9.4357179e-04
-40.5000000,-1.0054004e-03
-39.5000000,-1.0715108e-03
-38.5000000,-1.1420133e-03
-37.5000000,-1.2169340e-03
-36.5000000,-1.2961757e-03
-35.5000000,-1.3794656e-03
-34.5000000,-1.4662862e-03
-33.5000000,-1.5557843e-03
-32.5000000,-1.6466546e-03
-31.5000000,-1.7369922e-03
-30.5000000,-1.8241106e-03
-29.5000000,-1.9043254e-03
-28.5000000,-1.9727083e-03
-27.5000000,-2.0228301e-03
-26.5000000,-2.0465267e-03
-25.5000000,-2.0337485e-03
-24.5000000,-1.9725893e-03
-23.5000000,-1.8496190e-03
-22.5000000,-1.6506668e-03
-21.5000000,-1.3621764e-03
-20.5000000,-9.7315820e-04
-19.5000000,-4.7756653e-04
-18.5000000, 1.2333683e-04
-17.5000000, 8.1932268e-04
-16.5000000, 1.5909802e-03
-15.5000000, 2.4114011e-03
-14.5000000, 3.2495886e-03
-13.5000000, 4.0747256e-03
-12.5000000, 4.8600828e-03
-11.5000000, 5.5855737e-03
-10.5000000, 6.2385951e-03
-9.5000000, 6.8134213e-03
-8.5000000, 7.3097306e-03
-7.5000000, 7.7308413e-03
-6.5000000, 8.0820845e-03
-5.5000000, 8.3695398e-03
